Architecture,Frequency,Novel_Subunits,Anchored_Known_System
"(3764, 8855)",2,[3764],Fam_8855=Unknown_Defense
"(9390, 10842)",2,"[9390, 10842]",Pure_Novel_System
"(989, 4686)",2,[4686],Fam_989=PsyrTA__PsyrT
"(2661, 10575)",2,[2661],Fam_10575=RM_Type_II__Type_II_REases
"(5052, 10712)",2,[10712],Fam_5052=RosmerTA__RmrA
"(4442, 13576)",2,[13576],Fam_4442=Wadjet__JetA_III
"(2236, 6943)",2,[6943],Fam_2236=Septu__PtuA
"(4115, 7277)",2,[4115],Fam_7277=DarTG__DarT
"(155, 904)",2,[155],Fam_904=Unknown_Defense
"(6228, 14081)",2,[6228],Fam_14081=Unknown_Defense
"(4410, 10569)",2,[4410],Fam_10569=AbiL__AbiLii2
"(516, 518)",2,"[516, 518]",Pure_Novel_System
"(6178, 6316)",2,[6178],Fam_6316=RM_Type_II__Type_II_MTases
"(4509, 8334)",2,[4509],Fam_8334=PARIS_II__AriB_DUF4435_II
"(3716, 12059)",2,[12059],Fam_3716=Unknown_Defense
"(6032, 9593)",2,[9593],Fam_6032=pAgo__pAgo_SPARTA
"(1600, 6002)",2,[1600],Fam_6002=Unknown_Defense
"(418, 4411)",2,[418],Fam_4411=Wadjet__JetD_I
"(591, 8835)",2,[8835],Fam_591=Wadjet__JetA_II
"(2075, 5558)",2,[5558],Fam_2075=Unknown_Defense
"(1976, 3855)",2,[3855],Fam_1976=Rst_3HP__Hp1
"(4334, 14165)",2,[14165],Fam_4334=JukAB__JukB
"(2399, 2910)",2,[2399],Fam_2910=CBASS__Cyclase_SMODS
"(4906, 5250)",2,"[4906, 5250]",Pure_Novel_System
"(983, 3599)",2,[3599],Fam_983=RM__Type_I_MTases
"(3062, 8762)",2,"[3062, 8762]",Pure_Novel_System
"(1997, 7563)",2,[7563],Fam_1997=Unknown_Defense
"(2803, 5392)",2,[5392],Fam_2803=radar_I__rdrB_I
"(9572, 10497)",2,[10497],Fam_9572=Unknown_Defense
"(2062, 5309)",2,[2062],Fam_5309=csm6_III_3
"(9570, 10665)",2,[9570],Fam_10665=RM_Type_II__Type_II_REases
"(5804, 6898)",2,[6898],Fam_5804=DRT_2__drt2
"(895, 1639)",2,[1639],Fam_895=RM_Type_II__Type_II_REases
"(1969, 5896)",2,[5896],Fam_1969=RM_Type_II__Type_II_REases
"(1349, 3938)",2,[1349],Fam_3938=Unknown_Defense
"(8990, 9660)",2,[8990],Fam_9660=Unknown_Defense
"(8235, 8543)",2,[8543],Fam_8235=ShosTA__ShosT
"(7019, 7383)",2,[7019],Fam_7383=Unknown_Defense
"(8105, 10304)",2,[10304],Fam_8105=Menshen__NsnC
"(626, 5538)",2,[5538],Fam_626=RM_Type_III__Type_III_REases
"(1190, 5379)",2,"[1190, 5379]",Pure_Novel_System
"(5336, 11704)",2,[5336],Fam_11704=Unknown_Defense
"(10551, 10663)",2,[10551],Fam_10663=RM_Type_II__Type_II_REases
"(4671, 11763)",2,[4671],Fam_11763=Unknown_Defense
"(9118, 13104)",2,[9118],Fam_13104=Unknown_Defense
"(2787, 8840)",2,"[2787, 8840]",Pure_Novel_System
"(2990, 4516, 4516)",2,"[2990, 4516]",Pure_Novel_System
"(2790, 6503)",2,[2790],Fam_6503=Unknown_Defense
"(271, 2418)",2,[2418],Fam_271=Unknown_Defense
"(10235, 12064)",2,[12064],Fam_10235=Unknown_Defense
"(6927, 10862)",2,[6927],Fam_10862=Unknown_Defense
"(2799, 6967)",2,[6967],Fam_2799=RM_Type_II__Type_II_MTases
"(13232, 13548)",2,[13548],Fam_13232=MazEF__MazE
"(11567, 12528)",2,[11567],Fam_12528=Unknown_Defense
"(9630, 10331)",2,[10331],Fam_9630=AbiEii__AbiEi
"(689, 2565)",2,[2565],Fam_689=RM_Type_II__Type_II_REases
"(2783, 4848)",2,[2783],Fam_4848=Unknown_Defense
"(1234, 5914)",2,[5914],Fam_1234=PsyrTA__PsyrT
"(2970, 10827)",2,[10827],Fam_2970=Unknown_Defense
"(12209, 13613)",2,[13613],Fam_12209=MazEF__MazF
"(1251, 11480)",2,[11480],Fam_1251=BREX__pglZA
"(1060, 4183)",2,[4183],Fam_1060=Unknown_Defense
"(1294, 1441)",2,[1294],Fam_1441=Unknown_Defense
"(5973, 7988)",2,[7988],Fam_5973=AbiEii__AbiEii
"(3757, 10765)",2,[10765],Fam_3757=Unknown_Defense
"(335, 3732)",2,[335],Fam_3732=Unknown_Defense
"(4228, 9521)",2,[4228],Fam_9521=ShosTA__ShosT
"(13101, 13877)",2,[13877],Fam_13101=Unknown_Defense
"(7105, 12970)",2,[12970],Fam_7105=RM_Type_II__Type_II_MTases
"(4005, 8729)",2,"[4005, 8729]",Pure_Novel_System
"(11450, 13511)",2,[11450],Fam_13511=MazEF__MazE
"(5605, 11654)",2,[5605],Fam_11654=Unknown_Defense
"(134, 4986)",2,[4986],Fam_134=Unknown_Defense
"(8196, 9507)",2,[9507],Fam_8196=Unknown_Defense
"(1066, 1702, 5281)",2,[1702],Fam_1066=Septu__PtuA; Fam_5281=Septu__PtuB
"(5709, 8200)",2,[5709],Fam_8200=DarTG__DarT
"(11339, 12909)",2,[11339],Fam_12909=csx16_III_1
"(4082, 8870)",2,[4082],Fam_8870=Unknown_Defense
"(1766, 5480)",2,[5480],Fam_1766=Mokosh_type_I__MkoA_C
"(12582, 13589)",2,[12582],Fam_13589=PfiAT__PfiA
"(7126, 10036)",2,[7126],Fam_10036=MazEF__MazF
"(534, 12188)",2,[534],Fam_12188=Unknown_Defense
"(2356, 5068)",2,[2356],Fam_5068=Unknown_Defense
"(569, 2946)",2,[569],Fam_2946=Retron__RT_Tot
"(639, 11905)",2,[639],Fam_11905=Unknown_Defense
"(1584, 3923)",2,[3923],Fam_1584=cas1_I_II_III_IV_V_VI_1
"(7500, 9828)",2,[7500],Fam_9828=Unknown_Defense
"(2584, 9644)",2,[9644],Fam_2584=Unknown_Defense
"(4739, 6145)",2,[6145],Fam_4739=RM_Type_II__Type_II_REases
"(1796, 3008)",2,[1796],Fam_3008=Wadjet__JetD_II
"(5777, 10212)",2,[5777],Fam_10212=Unknown_Defense
"(5472, 12348)",2,[12348],Fam_5472=CBASS__Cyclase_II
"(3343, 5357)",2,"[3343, 5357]",Pure_Novel_System
"(4871, 9068)",2,[4871],Fam_9068=Unknown_Defense
"(7560, 13850)",2,[7560],Fam_13850=MazEF__MazE
"(3466, 5747)",2,[5747],Fam_3466=RM_Type_II__Type_II_MTases
"(5678, 6537)",2,[5678],Fam_6537=Unknown_Defense
"(2027, 2864)",2,[2864],Fam_2027=Unknown_Defense
"(3673, 8172)",2,[3673],Fam_8172=Unknown_Defense
"(1295, 4360)",2,[4360],Fam_1295=Unknown_Defense
"(1885, 3987)",2,[3987],Fam_1885=Olokun__OloA
"(4130, 5868)",2,"[4130, 5868]",Pure_Novel_System
"(582, 10309)",2,[582],Fam_10309=Wadjet__JetB_I
"(3499, 7633)",2,[7633],Fam_3499=SoFic__SoFic
"(3794, 12804)",2,[3794],Fam_12804=cas2_I_II_III_IV_V_VI_3
"(3129, 9759)",2,[9759],Fam_3129=RM_Type_II__Type_II_MTases
"(4499, 7123)",2,[4499],Fam_7123=RM_Type_II__Type_II_REases
"(3024, 8064)",2,[8064],Fam_3024=cas2_I_II_III_IV_V_VI_3
"(3191, 6971)",2,"[3191, 6971]",Pure_Novel_System
"(5556, 5994)",2,[5556],Fam_5994=Unknown_Defense
"(8257, 8838)",2,[8257],Fam_8838=Unknown_Defense
"(556, 8000)",2,[8000],Fam_556=RM_Type_IIG__Type_IIG
"(304, 7597)",2,[7597],Fam_304=RM_Type_IIG__Type_IIG
"(1822, 5328, 5618, 9523, 11415)",2,[9523],Fam_1822=CBASS__AG_E1_ThiF; Fam_5328=CBASS__Phospholipase; Fam_5618=CBASS__Cyclase_II; Fam_11415=CBASS__Jab
"(2583, 11692)",2,[11692],Fam_2583=Unknown_Defense
"(902, 8500)",2,[8500],Fam_902=DarTG__DarT
"(2236, 7326)",2,[7326],Fam_2236=Septu__PtuA
"(88, 942, 2357, 4849)",2,[88],Fam_942=RM__Type_I_REases; Fam_2357=RM__Type_I_MTases; Fam_4849=RM__Type_I_S
"(12132, 12580)",2,[12580],Fam_12132=Unknown_Defense
"(3940, 10149)",2,"[3940, 10149]",Pure_Novel_System
"(1457, 9153)",2,[1457],Fam_9153=Unknown_Defense
"(5558, 6627)",2,[5558],Fam_6627=Unknown_Defense
"(6514, 7396)",2,[6514],Fam_7396=AbiEii__AbiEii
"(2222, 9718)",2,[2222],Fam_9718=Unknown_Defense
"(7849, 10512)",2,"[7849, 10512]",Pure_Novel_System
"(11056, 13693)",2,[13693],Fam_11056=Unknown_Defense
"(3646, 10517)",2,[3646],Fam_10517=PARIS_II__AriB_DUF4435_II
"(2274, 8801)",2,[8801],Fam_2274=pAgo__pAgo_SPARTA
"(781, 1501, 2400)",2,[2400],Fam_781=RM_Type_III__Type_III_REases; Fam_1501=RM_Type_III__Type_III_MTases
"(4815, 6505)",2,[4815],Fam_6505=SanaTA__SanaT
"(4599, 9349)",2,[4599],Fam_9349=Unknown_Defense
"(852, 9271)",2,[852],Fam_9271=Unknown_Defense
"(1033, 2586, 4987)",2,[4987],Fam_1033=BREX__brxHI; Fam_2586=Shango__SngB
"(4548, 7552)",2,[4548],Fam_7552=AbiL__AbiLii2
"(13008, 13854)",2,[13854],Fam_13008=MazEF__MazF
"(7765, 9982)",2,[9982],Fam_7765=pAgo__pAgo_LongA
"(8386, 10334)",2,[8386],Fam_10334=Unknown_Defense
"(5107, 6660)",2,[6660],Fam_5107=RM_Type_II__Type_II_MTases
"(2525, 3071)",2,[3071],Fam_2525=RM__Type_I_MTases
"(14018, 14245)",2,"[14018, 14245]",Pure_Novel_System
"(5576, 11211, 13485)",2,[11211],Fam_5576=cas1_I_II_III_IV_V_VI_10; Fam_13485=cas2_I_II_III_IV_V_VI_3
"(12350, 12966)",2,"[12350, 12966]",Pure_Novel_System
"(3511, 11191)",2,[11191],Fam_3511=Unknown_Defense
"(2768, 11851)",2,[11851],Fam_2768=Wadjet__JetA_II
"(2253, 4027, 4429)",2,[4027],Fam_2253=RM_Type_II__Type_II_MTases; Fam_4429=RM_Type_II__Type_II_REases
"(112, 5708)",2,[112],Fam_5708=Unknown_Defense
"(6463, 11477)",2,"[6463, 11477]",Pure_Novel_System
